Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	Final_Chosen_Short_Def
kapsalon	substantief	1.0	78027	78028	bedrijf waar men haar kapt, dus het knipt, kleurt, permanent, etc.;  kapperswinkel ruimte waar zich een kapsalon in bevindt;  gebouw van een kapperszaak	kapperszaak; kapperswinkel ruimte/gebouw met kapsalon	kapperswinkel ruimte/gebouw met kapsalon
kar	substantief	5.0	78046	638704	kleine, vierwielige wagen met een laadbak, die men voorttrekt en stuurt door middel van een beweegbare, van een handgreep voorziene stang die verbonden is met draaibare voorwielen	vierwielige trekkar; bolderkar	vierwielige trekkar
keizerin	substantief	1.0	78850	78851	vorstin die een keizerrijk regeert, zoals in het Romeinse Rijk, in China ten tijde van de keizerrijken of in Duitsland tussen het einde van de 19e eeuw en het begin van de 20e eeuw;  vrouwelijk hoofd van een keizerrijk;  vrouw van de keizer vrouw die ergens groot in is geworden, door een groot talent (bijvoorbeeld in de sport of de muziekwereld);  vrouw die op een bepaald gebied als beste en meest vooraanstaande wordt beschouwd	vrouwelijke keizer; vrouw van de keizer vrouw met bewezen talent	vrouw van de keizer vrouw met bewezen talent
kidnap	substantief	1.0	358809	358810	 het meevoeren van een persoon of personen tegen zijn of hun wil, vaak met het doel om betrokkene(n) daarna naar een geheime locatie te brengen en aldaar vast te houden totdat losgeld betaald is;  kidnapping	het kidnappen; ontvoering	het kidnappen
kidnappen	werkwoord	1.0	79759	79760	tegen zijn of hun wil meevoeren, vaak met het doel om betrokkene(n) daarna naar een geheime locatie te brengen en aldaar vast te houden totdat losgeld betaald is;  ook: tegen zijn of hun wil meevoeren met het doel om gedwongen bepaalde werkzaamheden of handelingen te laten verrichten;  ontvoeren ontvoeren met het doel om het eigen kind of de eigen kinderen aan het ouderlijk gezag van een (voormalige) echtgenoot of echtgenote te onttrekken;  wegvoeren bij een (voormalige) echtgenoot of echtgenote meevoeren alsof er sprake is van een ontvoering;  min of meer tegen zijn of hun wil meevoeren wederrechtelijk en heimelijk wegnemen, wegvoeren;  stelen	(m.b.t. personen) ontvoeren wegvoeren bij een echtgenoot of echtgenote (m.b.t. personen) meevoeren (m.b.t. dieren en zaken) stelen; wegroven	(m.b.t. personen) ontvoeren wegvoeren bij een echtgenoot of echtgenote (m.b.t. personen) meevoeren (m.b.t. dieren en zaken) stelen
kidnappen	werkwoord	1.3	79759	636305	wederrechtelijk en heimelijk wegnemen, wegvoeren;  stelen	(m.b.t. dieren en zaken) stelen; wegroven	(m.b.t. dieren en zaken) stelen
kidnapping	substantief	1.0	79763	79764	 het meevoeren van een persoon of personen tegen zijn of hun wil, vaak met het doel om betrokkene(n) daarna naar een geheime locatie te brengen en aldaar vast te houden totdat losgeld betaald is;  kidnap;  ontvoering het kidnappen, het ontvoeren van een eigen kind of eigen kinderen met het doel om het of hen aan het ouderlijk gezag van een (voormalige) echtgenoot of echtgenote te onttrekken;  het wegvoeren van een eigen kind of kinderen bij een (voormalige) echtgenoot of echtgenote het kidnappen;  het meevoeren van een of meer personen alsof er sprake is van een ontvoering;  een of meer personen min of meer tegen zijn of hun zin meevoeren, vooral als ludieke activiteit;  fakekidnapping;  quasikidnap;  quasiontvoering juridische aanklacht wegens kidnapping;  aanklacht wegens ontvoering het volledig voor zich opeisen van iemand of iets;  het inpalmen van iemand of iets;  het zich toe-eigenen van iemand of iets	het kidnappen; ontvoering ontvoering van eigen kind of kinderen quasiontvoering (metonymisch) aanklacht wegens ontvoering (figuurlijk) het inpalmen van iemand of iets	ontvoering ontvoering van eigen kind of kinderen quasiontvoering (metonymisch) aanklacht wegens ontvoering (figuurlijk) het inpalmen van iemand of iets
kierewiet	adjectief	1.0	79840	79841	 geschift;  niet goed bij zijn hoofd;  van de kaart	gek; dol	gek
kinderarm	substantief	A.1.0	665948	666130	arm van een kind;  ook: (misvormde, onvolgroeide) arm die lijkt op de arm van een kind;  arm als van een kind voorstelling van een kinderarm;  iets wat een kinderarm voorstelt;  iets wat een kinderarm verbeeldt mannelijk lid, hyperbolisch voorgesteld als een lichaamsdeel ter lengte van een kinderarm	arm van een kind voorstelling van een kinderarm mannelijk lid; grote penis	arm van een kind voorstelling van een kinderarm mannelijk lid
kinderarm	substantief	A.1.2	665948	666220	mannelijk lid, hyperbolisch voorgesteld als een lichaamsdeel ter lengte van een kinderarm	mannelijk lid; grote penis	mannelijk lid
kletskoek	substantief	1.0	81314	81315	 gepraat zonder veel inhoud of belang;  nonsens	onzinnige, dwaze praatjes; kletspraat; onzin	onzinnige, dwaze praatjes
kliederen	werkwoord	1.0	81557	81558	met natte, dikvloeibare of smeerbare stoffen als verf, jam enz. knoeien of morsen ongeremd, zonder enige beperking knoeien	knoeien; morsen	knoeien
kloten	werkwoord	1.0	81913	81914	als een kloot te werk gaan;  rotzooien stiekem een verhouding hebben met iemand;  rotzooien	knoeien; prutsen; rotzooien stiekem een verhouding hebben	rotzooien stiekem een verhouding hebben
knak	substantief	2.0	82081	82083	breuk waarbij de delen met elkaar verbonden blijven;  in de aanhalingen ook figuurlijk in toepassing op onstoffelijke zaken: beschadiging, schade schade oplopen, beschadigd worden	breuk; beschadiging	beschadiging
knecht	substantief	1.0	82185	82186	jongen of man die werkzaam is in dienst van een ander;  iemand die in dienst van een meester, baas of patroon werkzaamheden in een bepaald vak verricht, bv. in een boerenbedrijf jongen of man die in dienst is van een ander voor het verrichten van werkzaamheden, bv. in huis of in de tuin;  bediende, ondergeschikte;  jongen of man die deel uitmaakt van huishoudelijk personeel, de huishouding	iemand in dienst van een baas bediende; ondergeschikte	iemand in dienst van een baas bediende
knecht	substantief	1.1	82185	544606	jongen of man die in dienst is van een ander voor het verrichten van werkzaamheden, bv. in huis of in de tuin;  bediende, ondergeschikte;  jongen of man die deel uitmaakt van huishoudelijk personeel, de huishouding	bediende; ondergeschikte	ondergeschikte
koefnoen	adjectief	1.0	399818	875995	zonder betaling of vergoeding;  kosteloos;  voor niets;  voor noppes als onbepaald voornaamwoord gebruikt: niets;  noppes	gratis; voor niets noppes	voor niets noppes
koninginnenstuk	substantief	1.0	83609	534222	beste stuk, bijvoorbeeld een beroemd muziekstuk, een belangrijkste kunststuk uit een collectie of het beste materieel van een bedrijf	beste stuk; topstuk; successtuk	beste stuk
koop	substantief	1.0	83780	83781	transactie waarbij iemand voor een bedrag een bepaald goed of een bepaalde dienst verkrijgt;  financiële transactie vanuit het perspectief van de koper;  aanschaf;  aankoop uiteindelijk is alles tegen betaling te krijgen;  de dingen zijn niet meer dan een consumptieprincipe gerechtelijke bepaling die inhoudt dat met de verkoop van een object ook de lopende huurcontracten van dat object op de nieuwe eigenaar overgaan als automatisch extraatje bij een transactie;  ook: als extra voordeel van iets als automatisch gevolg;  vanzelf erbij daarbij nog;  bovendien iets duidelijk laten zien over smaak valt niet te twisten;  ook letterlijker: er wordt alleen verkocht wat bevalt koop van woningen in de sociale sector;  relatief gunstige woningaanschaf waaraan alleen onder een bepaald salaris meegedaan mag worden aanbieden als product dat gekocht kan worden;  in de verkoop doen;  ter beschikking stellen om te kopen een product dat verkocht kan worden hebben;  iets in de verkoop hebben ergens in overvloed over beschikken;  iets in huis hebben op de markt komen;  in de verkoop zijn een advertentie plaatsen waarin staat dat iets te koop is;  te koop aanbieden;  te koop zetten voor koop ter beschikking staan;  in de verkoop staan;  te koop zijn ter beschikking stellen om te kopen;  te koop aanbieden;  te koop zetten;  in de verkoop doen mogelijk om te kopen zijn;  op de markt zijn weten hoe zaken eraan toegaan;  weten hoe het ervoor staat datgene wat te koop is;  het artikel of de artikelen van een koop (een product of een dienst);  aankoop;  het gekochte duif die te koop is	financiële transactie; aanschaf wat te koop of gekocht is duif die te koop is	aanschaf wat te koop of gekocht is duif die te koop is
koopje	substantief	A.2.0	83807	530900	afspraak waar geld mee gemoeid is;  akkoordje	transactie; deal; koop	transactie
koopje	substantief	B.1.0	83807	530433	het tegen korting verkopen van goederen, bijvoorbeeld omdat deze weg moeten zoals aan het einde van een seizoen of na de feestdagen;  opruiming;  sale ook: periode waarin deze kortingen plaatsvinden;  koopjesperiode	solden; uitverkoop	uitverkoop
koopman	substantief	2.0	83836	83838	man die voor zijn beroep als rondtrekkend handelaar waren aan particulieren te koop aanbiedt op openbare markten, langs de openbare weg of in de huis-aan-huisverkoop	marktkoopman; venter	marktkoopman
koopvrouw	substantief	2.0	83895	83897	vrouw die voor haar beroep als rondtrekkend handelaarster waren aan particulieren te koop aanbiedt op openbare markten, langs de openbare weg of in de huis-aan-huisverkoop	vrouw die op de markt verkoopt; marktkoopvrouw	vrouw die op de markt verkoopt
koppelaar	substantief	1.0	84231	84232	iemand die mensen aan elkaar probeert te koppelen voor een huwelijk of relatie iemand die al of niet tegen vergoeding huwelijken arrangeert;  huwelijksmakelaar iemand die tegen betaling de gelegenheid schept waarbij twee andere mensen seks met elkaar hebben;  bordeelhouder;  pooier iemand die bemiddelt in zaken, onderhandelingen of andere contacten;  bemiddelaar;  intermediair;  tussenpersoon	iemand die mensen koppelt huwelijksmakelaar bordeelhouder; pooier bemiddelaar	iemand die mensen koppelt huwelijksmakelaar bordeelhouder
koppelaar	substantief	1.2	84231	84236	iemand die tegen betaling de gelegenheid schept waarbij twee andere mensen seks met elkaar hebben	bordeelhouder; pooier	bordeelhouder
koraal	substantief	6.0	84322	236091	lid van een koor, meestal een kerkkoor;  korist	koorknaap; koorzanger	koorzanger
kornet	substantief	A.2.0	198610	198621	nog niet beëdigde officier in de artillerie, de cavalerie of de marechaussee met de laagste officiersrang;  vaandrig in de artillerie, de cavalerie of de marechaussee	soldaat; vaandrig	vaandrig
kornet	substantief	B.1.0	198610	198622	sleepnet opengehouden door een frame dat gebruikt wordt voor het vangen van onder andere platvis en garnalen door het net over de zeebodem te slepen	kor; sleepvisnet	sleepvisnet
kriel	substantief	1.0	85395	85397	kip die behoort tot een oorspronkelijk klein ras of die verkleind is gefokt uit een grotere variëteit	dwerghoen; krielkip	dwerghoen
krieltje	substantief	1.0	198670	198681	kip die behoort tot een oorspronkelijk klein ras of die verkleind is gefokt uit een grotere variëteit	dwerghoen; krielkip	dwerghoen
kroi	substantief	1.0	412143	601801	middel of magische kracht om een mens of dier zodanig te bewerken dat deze geen zeggenschap meer heeft over zijn doen en laten	magisch middel; magische kracht	magische kracht
kruimel	substantief	2.0	85813	563382	klein deel, klein stuk van een stoffelijke zaak;  klein deeltje;  klein stukje	deeltje; stukje	deeltje
kuddedier	substantief	2.0	85989	227284	iemand die in handelen of denken de massa volgt	kuddemens; meeloper	kuddemens
kunst	substantief	1.0	86087	638235	 ook: tak van wetenschap;  vakgebied;  vak	kennis; kunde	kennis
kwaad	adjectief	A.3.0	86560	509853	moeite kostend	moeilijk; lastig	moeilijk
lamenteren	werkwoord	1.0	87437	87438	een luide en/of aanhoudende jammerklacht over iets uiten	jammeren; weeklagen	weeklagen
lamprei	substantief	1.0	87480	87481	dier uit een familie van waterdieren met een zuigmondje die lijken op palingachtige vissen;  groep kaakloze vissen met een schedel;  negenoog;  prikvis consumptievis met roodbruin visvlees die vooral in Frankrijk, Spanje en Portugal gegeten wordt;  lamprei als voedsel	prik; prikvis lamprei als voedsel	prikvis lamprei als voedsel
lap	substantief	A.4.0	88077	88085	harde slag met de hand op iemands hoofd of lichaam;  verlies harde slag op iets met de hand of met een werktuig om te slaan;  klap	mep nederlaag; verlies	mep nederlaag
laudatio	substantief	1.0	88413	88414	redevoering bij plechtige gelegenheden zoals een academische promotie, een huldiging of een prijsuitreiking, waarin men de prestaties en verdienstelijkheid van iemand prijst	lofrede; redevoering; rede	redevoering
leeuw	substantief	5.0	89095	231066	knuffeldier of speelgoeddier in de vorm van een leeuw	knuffelleeuw; speelgoedleeuw	speelgoedleeuw
Leeuwardens	substantief	2.0	541407	541490	variëteit van het Fries die in Leeuwarden en ander steden van Friesland gesproken wordt;  Fries dialect dat in Leeuwarden en andere Friese steden gesproken wordt;  Leeuwarders	dialect van Leeuwarden; Stadsfries	dialect van Leeuwarden
Leeuwarders	substantief	1.0	541399	541413	variëteit van het Fries die in Leeuwarden en andere steden van Friesland gesproken wordt;  Fries dialect dat in Leeuwarden en andere Friese steden gesproken wordt	dialect van Leeuwarden; Stadsfries	dialect van Leeuwarden
lekkerbek	substantief	1.0	89387	194370	iemand die van lekker en/of veel eten houdt;  iemand die culinaire hoogstandjes en specialiteiten waardeert	fijnproever; smulpaap	fijnproever
leverontsteking	substantief	1.0	90118	90119	ontsteking van de lever, die vaak veroorzaakt wordt door een infectie met een virus, maar bijvoorbeeld ook door overmatig alcoholgebruik, geneesmiddelengebruik of stofwisselingsziektes	ontsteking van de lever; hepatitis	ontsteking van de lever
lijfeigene	substantief	1.0	90962	90963	 iemand die niet in vrijheid leeft, maar toebehoort aan een meester en zich naar diens wil moet schikken	iemand die toebehoort aan een ander; slaaf	iemand die toebehoort aan een ander
lijfeigene	substantief	2.0	90962	883047	in het middeleeuwse, feodale leenstelsel: iemand die een leen, zoals een grondgebied, heeft ontvangen van een leenheer aan wie hij in ruil zekere prestaties en militaire bijstand is verschuldigd in een persoonlijke band van trouw;  leenman;  vazal;  ook wel: boer die zich heeft onderworpen aan een machtige heer in ruil voor een deel van de oogst	in het feodale stelsel: leenman; horige	in het feodale stelsel: leenman
ll.	substantief	2.0	590670	590696	 ook wel: leerling	leerlingen; leerling	leerlingen
loper	substantief	3.0	92284	92287	iemand die voor zijn beroep of als bijverdienste geld of goederen bezorgt;  bezorger of koerier	bezorger; koerier	bezorger
lucht	substantief	3.0	92570	641348	uitspansel dat zich in de open lucht schijnbaar over de aarde welft en waaraan zon, maan, sterren en wolken zich vertonen;  hemel in grote hoeveelheden neerkomen er komen gaten in het wolkendek;  het klaart op er komen gaten in het wolkendek;  het klaart op de relatie, de verstandhouding verbetert een lucht met wolken die typisch is voor Holland en die vaak te zien is in schilderijen van landschapschilders er is niets aan de hand;  alles is in orde het is mooi, helder, zonnig weer er is niets aan de hand;  alles is in orde naar beneden komen;  vallen van niets weten;  compleet verrast zijn door iets niet plotseling, als uit het niets, tevoorschijn komen alom aanwezig zijn;  telkens weer voorkomen	uitspansel; hemel	uitspansel
luchtbel	substantief	2.0	92592	638759	op niets berustend idee;  luchtkasteel een onwaarheid of drogreden blootleggen;  iets als een illusie ontmaskeren;  een leugen doorzien het wordt duidelijk dat het om een illusie gaat;  iets valt in duigen economisch verschijnsel dat de prijzen voor iets zijn gestegen naar een op termijn onhoudbaar hoog niveau, zodat een aanzienlijk risico bestaat op een plotse, grote waardedaling en forse verliezen;  economische illusie;  bubbel;  zeepbel	illusie; luchtkasteel economische illusie	luchtkasteel economische illusie
lulkoek	substantief	1.0	92988	92989	 gepraat zonder veel inhoud of belang;  kletspraat;  onzin	onzinnige, dwaze praatjes; kletskoek	onzinnige, dwaze praatjes
luttel	adjectief	2.0	93128	652689	klein qua aantal;  gering	weinig; enkel	weinig
maandags	bijwoord	2.0	93612	93614	 ook: op elke maandag	op maandag; 's maandags	's maandags
maatje	substantief	1.0	93756	200195	persoon met wie je goed kunt opschieten en met wie je veel leuke dingen kunt doen;  iemand met wie je op persoonlijk vlak helemaal op een lijn zit;  vriendje;  ook: huisdier waar door iemand veel om gegeven wordt goed passen bij;  bij elkaar horen;  ook: goed kunnen omgaan met;  het eens zijn met iemand met wie samengespeeld wordt bij het sporten;  teamgenoot;  medespeler persoon met wie op een lijn wordt samengewerkt wat voordeel of gewin kan opleveren;  collega die op dezelfde golflengte zit;  strategische vriend beginnende collega die opgeleid wordt, zoals een stagiair;  ook: jongste of laagste lid van bemanning op een schip iemand die een ander persoon met problemen helpt in een daarvoor opgezet sociaal-maatschappelijk project jongen;  gast;  gozer	vriendje medespeler collega met wie het klikt jongste of laagste collega iemand die een ander helpt jongen; kerel	vriendje medespeler collega met wie het klikt jongste of laagste collega iemand die een ander helpt jongen
maatje	substantief	2.0	93756	206451	afmeting;  grootte;  omvang overweldigend zijn;  te goed zijn ongeschikt zijn;  te slecht zijn bepaalde grootte van kleding en schoenen;  kledingmaat;  schoenmaat voorwerp om een hoeveelheid voedsel of drank af te meten;  maatbekertje;  ook: hoeveelheid van een maatschepje, maatbekertje hoeveelheid jenever (in 1809 officieel vastgesteld op 1/10 liter) die precies in een maatglaasje past dat vooral vroeger gebruikt werd toen de jenever direct vanuit het vat verkocht werd	afmeting kledingmaat; schoenmaat maatbekertje; maatschepje	schoenmaat maatbekertje
maatje	substantief	1.5	93756	207721	 gast;  gozer	jongen; kerel	
maatje	substantief	2.1	93756	207290	bepaalde grootte van kleding en schoenen	kledingmaat; schoenmaat	kledingmaat
maatje	substantief	2.2	93756	207291	voorwerp om een hoeveelheid voedsel of drank af te meten;  ook: hoeveelheid van een maatschepje, maatbekertje hoeveelheid jenever (in 1809 officieel vastgesteld op 1/10 liter) die precies in een maatglaasje past dat vooral vroeger gebruikt werd toen de jenever direct vanuit het vat verkocht werd	maatbekertje; maatschepje	maatbekertje
majesteit	substantief	1.0	94316	94318	verheven pracht	grootsheid; pracht; hoogheid	grootsheid
majesteit	substantief	2.0	94316	94317	aanspreektitel voor koningen, koninginnen, keizers en keizerinnen;  hoogheid ter aanduiding van een koningin: vrouwelijk persoon met majesteit ter aanduiding van koningen en koninginnen: personen met majesteit ter aanduiding van een koning: mannelijk persoon met majesteit aanspreekvorm voor een koning of koningin: persoon met majesteit portret van een majesteit;  afbeelding van een majesteit	koning of koningin; hoogheid portret van een majesteit	hoogheid portret van een majesteit
maxima cum laude	bijwoord	2.0	664153	664254	buitengewoon goed;  op uitmuntende wijze	uitermate goed; voortreffelijk	uitermate goed
medium	adjectief	B.2.0	96717	555264	halfdoorbakken;  tussen doorbakken en rood of rauw in	halfdoorbakken bij vlees; rosé	halfdoorbakken bij vlees
mee-eter	substantief	3.0	96735	940738	talgklierje waarvan de opening verstopt is en dat aan de oppervlakte van de huid zichtbaar is als een zwart puntje en dieper in de huid gelegen als een wit puntje	verstopt talgkliertje; comedo	verstopt talgkliertje
meeklappen	werkwoord	3.0	96803	948793	met een ander of anderen meepraten;  aan de conversatie deelnemen;  in het bijzonder: als een goede gesprekspartner aan de coversatie meedoen;  in het gesprek kunnen meekomen	aan de conversatie meedoen; meepraten	aan de conversatie meedoen
meester	substantief	10.0	97068	97078	iemand die de leiding heeft over iemand of iets;  iemand die belast is met het beheer of de uitvoering van iets;  iemand die belast is met het toezicht op iets	hoofd; opziener	opziener
meevliegen	werkwoord	5.0	97269	941927	als het ware samen met een vogel of insect vliegen;  ook: als het ware vliegen als een vogel (op muziek)	met een vogel vliegen; als een vogel vliegen	met een vogel vliegen
meewillen	werkwoord	4.0	97285	941972	gunstig zijn (om iets te bereiken);  mee willen werken	gunstig zijn; meezitten onder invloed van de omstandigheden gedijen	
memoriaal	substantief	1.0	97723	97724	ruimte die of gebouw dat speciaal is ingericht of als symbool gebruikt wordt ter nagedachtenis van een bepaalde gebeurtenis of van een historisch persoon	gedenkplaats; herdenkingsmonument	herdenkingsmonument
menage	substantief	1.0	97745	97746	de personen die in een vast verband met elkaar samenleven;  huishouding;  gezin laat iedereen maar doen wat hem het beste lijkt;  ieder zijn meug	huishouden; huisgezin	huishouden
mergel	substantief	1.0	98157	98158	zachte kalksteen met een lichte kleur die vooral in de Voerstreek en Nederlands Limburg voorkomt;  ook: grondstof bestaande uit 25-75% kalk in combinatie met klei	zachte kalksteen; klei met kalk	zachte kalksteen
met de mond vol tanden staan	verbinding	1.0	925499	925500	even niet meer weten wat te zeggen	niet weten wat te zeggen; perplex staan	niet weten wat te zeggen
met geen goud te betalen	verbinding	1.0	903378	903379	 zeer duur	niet te betalen; onbetaalbaar	
minstreel	substantief	1.0	100043	100044	middeleeuwse dienaar van een edelman, vorst of stad die ten gerieve van zijn opdrachtgever liederen ten gehore brengt, waarbij hij zichzelf muzikaal begeleidt, en zich verder bezighoudt met de dichtkunst dichter	middeleeuwse zanger dichter; schrijver	middeleeuwse zanger dichter
monteur	substantief	2.0	101377	101379	iemand die voor zijn beroep beeld- en geluidsmateriaal monteert (d.w.z. beeldfragmenten en het bijbehorende geluidsmateriaal selecteert en samenvoegt) voor films, series, reportages of televisie-uitzendingen	filmmonteur; editor	filmmonteur
mul	adjectief	B.1.0	102293	102299	 pulverig;  onsamenhangend;  zacht en droog	los; poederig	
nagenoeg	bijwoord	1.0	103379	103380	zodat, op zo'n manier het niet veel scheelt of het genoemde is het geval;  zo goed als;  bijna;  ongeveer	op weinig na; vrijwel	op weinig na
negenoog	substantief	1.0	219011	219012	dier uit een familie van waterdieren met een zuigmondje die lijken op palingachtige vissen;  groep kaakloze vissen met een schedel	kaakloze vis; lamprei	kaakloze vis
Nergensland	substantief	1.0	550994	551009	fictieve plaatsnaam voor een dosolate, afgelegen, verlaten plaats of een desolaat oord of land;  vaak ook, als vertaling van Utopia: land dat eigenlijk niet bestaat, dat nergens te vinden is	fictieve plaats; fictief land	fictieve plaats
nest	substantief	4.0	104903	894103	omgeving, plaats, plek die zeer vertrouwd aanvoelt;  plaats of omgeving waaruit iemand afkomstig is;  eigen milieu;  ouderlijk huis	vertrouwde omgeving; thuis	vertrouwde omgeving
nest	substantief	8.0	104903	894111	verzamelplaats van iets;  plaats waarin zich iets verzameld heeft;  plaats die het middelpunt vormt van iets;  broedplaats	verzamelplaats; broeinest; kweekplaats	verzamelplaats
noob	substantief	1.0	948249	953744	iemand die weinig of geen kennis over een bepaald onderwerp heeft of net met iets begonnen is, met name op het gebied van internet en games	beginner; nieuweling	nieuweling
nuthoen	substantief	1.0	199012	199013	kip die wordt gefokt voor de productie van het vlees of van de eieren	vleeskip; legkip	vleeskip
oftalmoloog	substantief	1.0	107728	107729	arts die is gespecialiseerd in de diagnose, behandeling en het onderzoek van oogafwijkingen en oogziekten	oculist; oogarts; oogheelkundige; oogspecialist	oogheelkundige
o.i.	bijwoord	1.0	106969	106970	onzes inziens (ook: ons inziens), naar onze mening	onzes inziens; ons inziens	
onbestendig	adjectief	1.0	108852	108853	onderhevig aan veranderingen, vaak met de bijgedachte dat men er daardoor niet op kan vertrouwen	wisselvallig; veranderlijk	wisselvallig
onbestendigheid	substantief	1.0	396103	498371	het onbestendig zijn;  het onderhevig zijn aan veranderingen, vaak met de bijgedachte dat men er daardoor niet op kan vertrouwen;  veranderlijkheid het voortdurend aan wisselende stemmingen onderhevig zijn;  het niet standvastig zijn in zijn doen en laten of daarvan blijk gevend;  wispelturigheid;  onstandvastigheid	wisselvalligheid; veranderlijkheid onstandvastigheid	veranderlijkheid onstandvastigheid
on-Duits	substantief	2.0	436944	879983	taal die eigenlijk geen Duits is, maar daar wel op lijkt;  quasi-Duits	taal die eigenlijk geen Duits is; nep-Duits	taal die eigenlijk geen Duits is
ongezeglijk	adjectief	1.0	110504	110505	niet gezeglijk;  niet geneigd zich iets te laten gezeggen;  niet geneigd het advies of het bevel van iemand op te volgen;  niet volgzaam	niet inschikkelijk; ongehoorzaam	niet inschikkelijk
onthullingsjournalistiek	substantief	2.0	623577	623878	journalistiek die exclusief gericht is op het doen van onthullingen, op het blootleggen van schandalen, op sensationele berichtgeving, waarbij geen enkel middel geschuwd wordt (zoals het bekendmaken van persoonlijke details die normaliter niet geopenbaard worden) en daardoor door sommigen wordt afgeschilderd als het tegendeel van (echte, onpartijdige) onderzoeksjournalistiek;  schandaaljournalistiek	boulevardjournalistiek; riooljournalistiek	boulevardjournalistiek
ontiegelijk	adjectief	1.0	111217	111218	 geweldig	zeer groot; enorm	
ontkroezen	werkwoord	1.0	481930	888886	 sluik, niet meer gekruld maken;  ontkrullen	van krullen ontdoen; sluik maken	van krullen ontdoen
ontpitten	werkwoord	2.0	111381	111383	met betrekking tot binnengebieden: vrijmaken;  met betrekking tot (leegstaande) gebouwen: afbreken om ruimte te maken voor bijvoorbeeld groenvoorzieningen of voor nieuwbouw	vrijmaken; afbreken om ruimte te maken	afbreken om ruimte te maken
ontsteking	substantief	2.0	111583	369869	 in de techniek: het tot ontploffing of ontbranding brengen van een mengsel van brandstof en zuurstof;  in de wapentechniek: het tot ontploffing brengen van een explosief	het ontsteken; het aansteken	het ontsteken
ontsteking	substantief	3.0	111583	369870	ontstekingssysteem van een verbrandingsmotor of een apparaat met motor;  ontstekingsmechanisme van een explosief of wapen	ontstekingssysteem; ontstekingsmechanisme	ontstekingsmechanisme
ontstressen	werkwoord	1.0	255124	255125	zorgen dat je geen of minder stress hebt;  relaxen;  algemener ook: bewust rustiger aan doen;  onthaasten	zich ontdoen van stress; zich ontspannen	zich ontdoen van stress
ontstressen	werkwoord	2.0	255124	948142	 stress weghalen bij;  stress doen verminderen bij	van stress ontdoen; stress wegnemen bij	stress wegnemen bij
op staande voet	verbinding	1.0	954011	954079	onmiddellijk;  meteen op dat moment;  dadelijk;  stante pede	met onmiddellijke ingang; direct	
op-en-top	adjectief	2.0	458053	645375	perfect;  tot in de puntjes	in uitstekende staat; tip-top	
oppasser	substantief	2.0	114103	114105	iemand die op de kinderen past wanneer de ouders afwezig zijn;  babysit	babysitter; oppas	babysitter
opruiming	substantief	1.0	114399	531107	het verwijderen en veilig afvoeren van ongewenste elementen van een bepaalde locatie, zoals explosieven, besmet vee in een agrarisch bedrijf, oude graven of vervuilende olie;  opruimactie;  handeling waarbij iets schoongemaakt wordt of weggeruimd wordt;  dan ook: ruiming het uitzoeken, weggooien en opbergen van spullen in een woning, een kamer of eventueel andere ruimte natuurlijke vernietiging;  afbraak vernietiging;  wegvaging het wegwerken van bepaalde personen;  het selecteren van personen, waarbij de ene groep mag blijven of een bepaalde functie mag houden maar de andere groep niet	het opruimen; ruiming in toepassing op een huis of kamer afbraak in de natuur vernietiging; wegvaging het wegwerken van personen	ruiming in toepassing op een huis of kamer afbraak in de natuur vernietiging
opruiming	substantief	2.0	114399	114400	het tegen korting verkopen van goederen, bijvoorbeeld omdat deze weg moeten zoals aan het einde van een seizoen of na de feestdagen;  ook: periode waarin deze kortingen plaatsvinden;  sale;  soms ook: leegverkoop	uitverkoop; solden	uitverkoop
overstapje	substantief	3.0	116770	116773	kortstondige reis of pleziertocht naar een bepaald gebied of land;  uitstapje, tripje	reis; pleziertocht	pleziertocht
palindroom	substantief	1.0	117771	117772	woord dat of zin die zowel van links naar rechts, als omgekeerd, kan worden gelezen, doorgaans zonder betekenisverandering	omkeerwoord; omkeerzin	omkeerwoord
papil	substantief	2.0	118129	118131	in andere anatomische toepassingen bij mens en dier, in meer of mindere mate aansluitend bij de eerste betekenis kleine, vleeskleurige of witte en kegelvormige verhevenheid die bij circa een op de vier mannen in wisselende hoeveelheid aan de basis van de eikel voorkomt bij een vis als de tong: aan de onderkant van de kop gelegen verhevenheid, die niet een rol speelt bij het smaakvermogen maar bij het reukvermogen bij naaktslakken: meestal knotsvormig of knuppelvormig uitsteeksel op de rug of aan de zijkant van het lichaam plaats waar de oogzenuw aan de oogbol vastzit kegelvormig gedeelte aan de onderkant van een haarzakje waarin twee haarvaatjes uitkomen en dat een belangrijke rol speelt in het voeden van een haar	verhevenheid; bultje op de eikel van mannen bij een vis als tong bij naaktslakken onderdeel van het oog deel van een haarwortel	bultje op de eikel van mannen bij een vis als tong bij naaktslakken onderdeel van het oog deel van een haarwortel
pathologie	substantief	2.0	119406	119408	ziekte of de daarmee gepaard gaande ziekteverschijnselen of afwijkingen bij een patiënt	ziekte; ziekteverschijnselen	ziekteverschijnselen
